path,_id,reaction,tpl_SMARTS_r1,tpl_SMARTS_r0,tpl_SMARTS_r0*,cat,solv0,solv1,reag0,reag1,reag2
11_0,65986967,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]=O)[cH:23][cH:24]1.[NH2:8][CH:9]([CH2:13][c:14]1[cH:15][nH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]12)[C:10](=[O:11])[OH:12]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[NH:8][CH:9]([C:10](=[O:11])[OH:12])[CH2:13][c:14]3[c:15]2[nH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]32)[cH:23][cH:24]1,[#7;a:3]:[c;H0;D3;+0:4](:[c:5])-[CH;D3;+0:1](-[c:2])-[NH;D2;+0:6]-[C:7]-[C:8](=[O;D1;H0:9])-[O;D1;H1:10]>>O=[CH;D2;+0:1]-[c:2].[#7;a:3]:[cH;D2;+0:4]:[c:5].[NH2;D1;+0:6]-[C:7]-[C:8](=[O;D1;H0:9])-[O;D1;H1:10],[NH;D2;+0:2]-[CH;D3;+0:1]-[c;H0;D3;+0:3]>>O=[CH;D2;+0:1].[NH2;D1;+0:2].[cH;D2;+0:3],cCN>>C=O.N.c,,,,CC(=O)O,,
11_1,45394169,[CH3:1][OH:2].[CH3:22][O:21][c:20]1[cH:19][cH:18][c:17]([CH:16]2[NH:25][CH:5]([C:3](=[O:4])O)[CH2:6][c:7]3[c:8]2[nH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]32)[cH:24][cH:23]1>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][c:7]2[c:8]([nH:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]23)[CH:16]([c:17]2[cH:18][cH:19][c:20]([O:21][CH3:22])[cH:23][cH:24]2)[NH:25]1,[CH3;D1;+0:1]-[O;H0;D2;+0:4]-[C:3]=[O;D1;H0:2]>>O-[CH3;D1;+0:1].[O;D1;H0:2]=[C:3]-[OH;D1;+0:4],[CH3;D1;+0:1]-[O;H0;D2;+0:2]>>O-[CH3;D1;+0:1].[OH;D1;+0:2],CO>>CO.O,,,,O=S(Cl)Cl,,
11_2,2729754,[CH3:1][O:2][C:3](=[O:4])[CH:5]1[CH2:6][c:7]2[c:8]([nH:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]23)[CH:16]([c:17]2[cH:18][cH:19][c:20]([O:21][CH3:22])[cH:23][cH:24]2)[NH:25]1>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:7]2[c:8]([nH:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]23)[c:16](-[c:17]2[cH:18][cH:19][c:20]([O:21][CH3:22])[cH:23][cH:24]2)[n:25]1,[#7;a:1]:[c:2]1:[c:3]:[cH;D2;+0:4]:[c;H0;D3;+0:5](-[C:6](-[#8:7])=[O;D1;H0:8]):[n;H0;D2;+0:9]:[c;H0;D3;+0:10]:1-[c;H0;D3;+0:11](:[c:12]):[c:13]>>[#7;a:1]:[c:2]1:[c:3]-[CH2;D2;+0:4]-[CH;D3;+0:5](-[C:6](-[#8:7])=[O;D1;H0:8])-[NH;D2;+0:9]-[CH;D3;+0:10]-1-[c;H0;D3;+0:11](:[c:12]):[c:13],[c;H0;D3;+0:5]-[c;H0;D3;+0:4]:[n;H0;D2;+0:3]:[c;H0;D3;+0:2]:[cH;D2;+0:1]>>[CH2;D2;+0:1]-[CH;D3;+0:2]-[NH;D2;+0:3]-[CH;D3;+0:4]-[c;H0;D3;+0:5],c-c1ccncc1>>cC1C=CNC=C1,,C1COCCO1,,O=[Cr](=O)([O-])Cl.c1cc[nH+]cc1,O,
11_3,28172530,CO[C:10](=[O:11])[c:9]1[cH:14][c:15]2[c:16]([nH:17][c:18]3[cH:19][cH:20][cH:21][cH:22][c:23]23)[c:7](-[c:6]2[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:25][cH:24]2)[n:8]1.[NH2:12][NH2:13].O>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[n:8][c:9]([C:10](=[O:11])[NH:12][NH2:13])[cH:14][c:15]3[c:16]2[nH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]32)[cH:24][cH:25]1,[#7;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:6]-[N;D1;H2:5]>>C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4].[N;D1;H2:5]-[NH2;D1;+0:6],[C;H0;D3;+0:1]-[NH;D2;+0:2]>>C-O-[C;H0;D3;+0:1].[NH2;D1;+0:2],CN>>COC.N,,CCO,,NN.O,,
11_4,41517358,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[n:8][c:9]([C:10](=[O:11])[NH:12][NH2:13])[cH:15][c:16]3[c:17]2[nH:14][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]32)[cH:25][cH:26]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[n:8][c:9]([C:10](=[O:11])[N:12]=[N+:13]=[N-:14])[cH:15][c:16]3[c:17]2[nH:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]32)[cH:25][cH:26]1,[#7;a:1]:[c:2]:[c;H0;D3;+0:3]:[c:4]:[c:5]:[c;H0;D3;+0:6]:[c:7].[N-;H0;D1:8]=[N+;H0;D2:9]=[N;H0;D2;+0:10]-[C:11]=[O;D1;H0:12]>>[#7;a:1]:[c:2]:[c;H0;D3;+0:3]1:[c:4]:[c:5]:[c;H0;D3;+0:6](:[c:7]):[nH;D2;+0:8]:1.[NH2;D1;+0:9]-[NH;D2;+0:10]-[C:11]=[O;D1;H0:12],[N-;H0;D1:1]=[N+;H0;D2:2]=[N;H0;D2;+0:3]>>O=[N;H0;D2;+0:1]-[O-].[NH2;D1;+0:2]-[NH;D2;+0:3],N=N=N>>NN.O=N[O-],,O,,Cl,O=N[O-].[Na+],
11_5,45394203,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[n:8][c:9](C(=O)[N:10]=[N+]=[N-])[cH:11][c:12]3[c:13]2[nH:14][c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]32)[cH:21][cH:22]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[n:8][c:9]([NH2:10])[cH:11][c:12]3[c:13]2[nH:14][c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]32)[cH:21][cH:22]1,[#7;a:3]:[c;H0;D3;+0:2](-[NH2;D1;+0:1]):[c:4]>>O=C(-[N;H0;D2;+0:1]=[N+]=[N-])-[c;H0;D3;+0:2](:[#7;a:3]):[c:4],[NH2;D1;+0:2]-[c;H0;D3;+0:1]>>O=C(-[c;H0;D3;+0:1])-[N;H0;D2;+0:2]=[N+]=[N-],cN>>cC(=O)N=[N+]=[N-],,O,,CC(=O)O,,
11_6,65986834,[O:12]=[C:11](Cl)[c:13]1[cH:14][cH:15][c:16]([CH2:17][Cl:18])[cH:19][cH:20]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[n:8][c:9]([NH2:10])[cH:21][c:22]3[c:23]2[nH:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]32)[cH:31][cH:32]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[n:8][c:9]([NH:10][C:11](=[O:12])[c:13]3[cH:14][cH:15][c:16]([CH2:17][Cl:18])[cH:19][cH:20]3)[cH:21][c:22]3[c:23]2[nH:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]32)[cH:31][cH:32]1,[#7;a:4]:[c:5]-[NH;D2;+0:6]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#7;a:4]:[c:5]-[NH2;D1;+0:6],[C;H0;D3;+0:1]-[NH;D2;+0:2]>>Cl-[C;H0;D3;+0:1].[NH2;D1;+0:2],CN>>CCl.N,,Cc1ccccc1,,CCN(CC)CC,,
11_7,45394235,[OH:22][CH:21]1[CH2:20][CH2:19][NH:18][CH2:24][CH2:23]1.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[n:8][c:9]([NH:10][C:11](=[O:12])[c:13]3[cH:14][cH:15][c:16]([CH2:17]Cl)[cH:25][cH:26]3)[cH:27][c:28]3[c:29]2[nH:30][c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]32)[cH:37][cH:38]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[n:8][c:9]([NH:10][C:11](=[O:12])[c:13]3[cH:14][cH:15][c:16]([CH2:17][N:18]4[CH2:19][CH2:20][CH:21]([OH:22])[CH2:23][CH2:24]4)[cH:25][cH:26]3)[cH:27][c:28]3[c:29]2[nH:30][c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]32)[cH:37][cH:38]1,[C:3]-[N;H0;D3;+0:4](-[C:5])-[CH2;D2;+0:1]-[c:2]>>Cl-[CH2;D2;+0:1]-[c:2].[C:3]-[NH;D2;+0:4]-[C:5],[CH2;D2;+0:1]-[N;H0;D3;+0:2]>>Cl-[CH2;D2;+0:1].[NH;D2;+0:2],CN>>CCl.N,,CN(C)C=O,,O=C([O-])[O-].[K+].[K+],[I-].[K+],
12_0,39026528,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][nH:7][c:9]2[cH:10][cH:11][c:12]([Br:13])[cH:14][c:15]12.[CH3:8]I>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][n:7]([CH3:8])[c:9]2[cH:10][cH:11][c:12]([Br:13])[cH:14][c:15]12,[CH3;D1;+0:1]-[n;H0;D3;+0:3](:[c:2]):[c:4]>>I-[CH3;D1;+0:1].[c:2]:[nH;D2;+0:3]:[c:4],[CH3;D1;+0:1]-[n;H0;D3;+0:2]>>I-[CH3;D1;+0:1].[nH;D2;+0:2],Cn>>CI.n,,CN(C)C=O,,O=C([O-])[O-].[Cs+].[Cs+],O,
12_1,39026625,C[O:7][C:5](=[O:6])[c:4]1[cH:3][n:2]([CH3:1])[c:14]2[cH:13][cH:12][c:10]([Br:11])[cH:9][c:8]12>>[CH3:1][n:2]1[cH:3][c:4]([C:5](=[O:6])[OH:7])[c:8]2[cH:9][c:10]([Br:11])[cH:12][cH:13][c:14]12,[O;D1;H0:3]=[C:2]-[OH;D1;+0:1]>>C-[O;H0;D2;+0:1]-[C:2]=[O;D1;H0:3],[OH;D1;+0:1]>>C-[O;H0;D2;+0:1],O>>CO,,C1CCOC1,,CO,[Li+].[OH-],
12_2,59729697,[CH3:9][n:8]1[cH:7][c:6]([C:4](=[O:5])O)[c:16]2[cH:15][c:13]([Br:14])[cH:12][cH:11][c:10]12.[CH3:1][CH:2]([NH2:3])[c:17]1[cH:18][cH:19][cH:20][c:21]([F:22])[cH:23]1>>[CH3:1][CH:2]([NH:3][C:4](=[O:5])[c:6]1[cH:7][n:8]([CH3:9])[c:10]2[cH:11][cH:12][c:13]([Br:14])[cH:15][c:16]12)[c:17]1[cH:18][cH:19][cH:20][c:21]([F:22])[cH:23]1,[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[C:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[C:6]-[NH2;D1;+0:7],[C;H0;D3;+0:1]-[NH;D2;+0:2]>>O-[C;H0;D3;+0:1].[NH2;D1;+0:2],CN>>CO.N,,CN(C)C=O,,CN(C)C(On1nnc2cccnc21)=[N+](C)C.F[P-](F)(F)(F)(F)F,CCN(C(C)C)C(C)C,
12_3,59729700,[CH3:1][CH:2]([NH:3][C:4](=[O:5])[c:6]1[cH:7][n:8]([CH3:9])[c:10]2[cH:11][cH:12][c:13](Br)[cH:23][c:24]12)[c:25]1[cH:26][cH:27][cH:28][c:29]([F:30])[cH:31]1.[CH3:17][C:16]1([CH3:18])[O:15][B:14](B2OC(C)(C)C(C)(C)O2)[O:22][C:19]1([CH3:20])[CH3:21]>>[CH3:1][CH:2]([NH:3][C:4](=[O:5])[c:6]1[cH:7][n:8]([CH3:9])[c:10]2[cH:11][cH:12][c:13]([B:14]3[O:15][C:16]([CH3:17])([CH3:18])[C:19]([CH3:20])([CH3:21])[O:22]3)[cH:23][c:24]12)[c:25]1[cH:26][cH:27][cH:28][c:29]([F:30])[cH:31]1,[#8:5]-[B;H0;D3;+0:4](-[#8:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].C-C1(-C)-O-B(-[B;H0;D3;+0:4](-[#8:5])-[#8:6])-O-C-1(-C)-C,[B;H0;D3;+0:2]-[c;H0;D3;+0:1]>>Br-[c;H0;D3;+0:1].C-C1(-C)-O-B(-[B;H0;D3;+0:2])-O-C-1(-C)-C,Bc>>BB1OC(C)(C)C(C)(C)O1.cBr,ClC(Cl)Cl.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Pd].[Pd],C1COCCO1,,,,
12_4,31707704,[NH2:3][c:4]1[n:5][nH:6][c:7]2[cH:8][c:9]([Br:10])[cH:11][cH:12][c:13]12.[O:1]=[C:2](Cl)[CH:14]1[CH2:15][CH2:16]1>>[O:1]=[C:2]([NH:3][c:4]1[n:5][nH:6][c:7]2[cH:8][c:9]([Br:10])[cH:11][cH:12][c:13]12)[CH:14]1[CH2:15][CH2:16]1,[#7;a:4]:[#7;a:5]:[c:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[#7;a:5]:[c:6]-[NH2;D1;+0:7],[C;H0;D3;+0:1]-[NH;D2;+0:2]>>Cl-[C;H0;D3;+0:1].[NH2;D1;+0:2],CN>>CCl.N,,,,c1ccncc1,,
12_5,66046321,[O:21]=[C:20]([NH:19][c:18]1[n:25][nH:26][c:27]2[cH:28][c:14](Br)[cH:15][cH:16][c:17]12)[CH:22]1[CH2:23][CH2:24]1.[CH3:1][CH:2]([NH:3][C:4](=[O:5])[c:6]1[cH:7][n:8]([CH3:9])[c:10]2[cH:11][cH:12][c:13](B3OC(C)(C)C(C)(C)O3)[cH:29][c:30]12)[c:31]1[cH:32][cH:33][cH:34][c:35]([F:36])[cH:37]1>>[CH3:1][CH:2]([NH:3][C:4](=[O:5])[c:6]1[cH:7][n:8]([CH3:9])[c:10]2[cH:11][cH:12][c:13](-[c:14]3[cH:15][cH:16][c:17]4[c:18]([NH:19][C:20](=[O:21])[CH:22]5[CH2:23][CH2:24]5)[n:25][nH:26][c:27]4[cH:28]3)[cH:29][c:30]12)[c:31]1[cH:32][cH:33][cH:34][c:35]([F:36])[cH:37]1,[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].C-C1(-C)-O-B(-[c;H0;D3;+0:6](:[c:7]):[c:8])-O-C-1(-C)-C,[c;H0;D3;+0:2]-[c;H0;D3;+0:1]>>Br-[c;H0;D3;+0:1].C-C1(-C)-O-B(-[c;H0;D3;+0:2])-O-C-1(-C)-C,c-c>>cB1OC(C)(C)C(C)(C)O1.cBr,Cl[Pd]Cl.[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,C1COCCO1,O,O=C([O-])[O-].[Cs+].[Cs+],,
13_0,58607566,[CH3:1][c:2]1[cH:3][c:4]([Br:5])[c:6](N)[n:8][c:9]1[CH3:10]>>[CH3:1][c:2]1[cH:3][c:4]([Br:5])[c:6]([OH:7])[n:8][c:9]1[CH3:10],[#7;a:2]:[c;H0;D3;+0:1]:[c:3]>>N-[c;H0;D3;+0:1](:[#7;a:2]):[c:3],[c;H0;D3;+0:1]>>N-[c;H0;D3;+0:1],c>>cN,,O,,O=S(=O)(O)O,O=N[O-].[Na+],
13_1,58607971,[CH3:1][c:2]1[cH:3][c:4]([Br:5])[c:6](O)[n:8][c:9]1[CH3:10].O=P(Br)(Br)[Br:7]>>[CH3:1][c:2]1[cH:3][c:4]([Br:5])[c:6]([Br:7])[n:8][c:9]1[CH3:10],[#7;a:3]:[c;H0;D3;+0:2](-[Br;H0;D1;+0:1]):[c:4]>>Br-P(-Br)(=O)-[Br;H0;D1;+0:1].O-[c;H0;D3;+0:2](:[#7;a:3]):[c:4],[Br;H0;D1;+0:1]-[c;H0;D3;+0:2]>>Br-P(-Br)(=O)-[Br;H0;D1;+0:1].O-[c;H0;D3;+0:2],cBr>>O=P(Br)(Br)Br.cO,,CN(C)C=O,,,,
13_2,58606983,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[c:8]([NH2:9])[c:19]1[CH3:20].[CH3:15][c:14]1[cH:16][c:17]([Br:18])[c:10](Br)[n:11][c:12]1[CH3:13].CC1(C)C2=C(C(P(C3=CC=CC=C3)C3=CC=CC=C3)=CC=C2)OC2=C1C=CC=C2P(C1=CC=CC=C1)C1=CC=CC=C1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[c:8]([NH:9][c:10]2[n:11][c:12]([CH3:13])[c:14]([CH3:15])[cH:16][c:17]2[Br:18])[c:19]1[CH3:20],[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[NH;D2;+0:4]-[c:5]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[NH2;D1;+0:4]-[c:5],[NH;D2;+0:2]-[c;H0;D3;+0:1]>>Br-[c;H0;D3;+0:1].[NH2;D1;+0:2],cN>>N.cBr,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Pd].[Pd],Cc1ccccc1,,,,
13_3,58606985,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[c:8]([NH:9][c:22]2[n:21][c:19]([CH3:20])[c:17]([CH3:18])[cH:16][c:15]2Br)[c:23]1[CH3:24].[N:14]#[C:13][CH2:12][C:10]#[N:11]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH3:7])[c:8](-[n:9]2[c:10]([NH2:11])[c:12]([C:13]#[N:14])[c:15]3[cH:16][c:17]([CH3:18])[c:19]([CH3:20])[n:21][c:22]23)[c:23]1[CH3:24],[#7;a:4]:[c:3]1:[c;H0;D3;+0:1](:[c:2]):[c;H0;D3;+0:11](-[C:10]#[N;D1;H0:9]):[c;H0;D3;+0:12](-[NH2;D1;+0:13]):[n;H0;D3;+0:5]:1-[c;H0;D3;+0:6](:[c:7]):[c:8]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3](:[#7;a:4])-[NH;D2;+0:5]-[c;H0;D3;+0:6](:[c:7]):[c:8].[N;D1;H0:9]#[C:10]-[CH2;D2;+0:11]-[C;H0;D2;+0:12]#[N;H0;D1;+0:13],[NH2;D1;+0:6]-[c;H0;D3;+0:5](:[c;H0;D3;+0:4]:[c;H0;D3;+0:1]):[n;H0;D3;+0:2]-[c;H0;D3;+0:3]>>Br-[c;H0;D3;+0:1].[NH;D2;+0:2]-[c;H0;D3;+0:3].[CH2;D2;+0:4]-[C;H0;D2;+0:5]#[N;H0;D1;+0:6],ccc(N)n-c>>CC#N.cBr.cN,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,,[H-].[Na+],,
13_4,58606986,C[O:8][c:17]1[cH:16][cH:15][c:13]([CH3:14])[c:12](-[n:11]2[c:9]([NH2:10])[c:5]([C:6]#[N:7])[c:4]3[cH:3][c:2]([CH3:1])[c:23]([CH3:24])[n:22][c:21]23)[c:19]1[CH3:20]>>[CH3:1][c:2]1[cH:3][c:4]2[c:5]([C:6]([NH2:7])=[O:8])[c:9]([NH2:10])[n:11](-[c:12]3[c:13]([CH3:14])[cH:15][cH:16][c:17]([OH:18])[c:19]3[CH3:20])[c:21]2[n:22][c:23]1[CH3:24],[#7;a:5]:[c:6]:[c:7]-[C;H0;D3;+0:8](-[NH2;D1;+0:9])=[O;H0;D1;+0:1].[c:3]:[c;H0;D3;+0:2]:[c:4]>>C-[O;H0;D2;+0:1]-[c;H0;D3;+0:2](:[c:3]):[c:4].[#7;a:5]:[c:6]:[c:7]-[C;H0;D2;+0:8]#[N;H0;D1;+0:9],[NH;D1;+0:2]=[C;H0;D3;+0:1]-[O;H0;D2;+0:3]>>[C;H0;D2;+0:1]#[N;H0;D1;+0:2].[OH;D1;+0:3],N=CO>>C#N.O,,C1CCOC1,,CS(=O)(=O)O,O=S(=O)(O)O,
14_0,1583395,[CH3:1][OH:2].[CH3:8][CH:7]([CH2:6][CH2:5][C:3](=[O:4])O)[CH:9]1[CH2:10][CH2:11][CH:12]2[CH:13]3[CH2:14][CH:15]([OH:16])[CH:17]4[CH2:18][CH:19]([OH:20])[CH2:21][CH2:22][C:23]4([CH3:24])[CH:25]3[CH2:26][CH2:27][C:28]12[CH3:29]>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH:7]([CH3:8])[CH:9]1[CH2:10][CH2:11][CH:12]2[CH:13]3[CH2:14][CH:15]([OH:16])[CH:17]4[CH2:18][CH:19]([OH:20])[CH2:21][CH2:22][C:23]4([CH3:24])[CH:25]3[CH2:26][CH2:27][C:28]12[CH3:29],[CH3;D1;+0:1]-[O;H0;D2;+0:4]-[C:3]=[O;D1;H0:2]>>O-[CH3;D1;+0:1].[O;D1;H0:2]=[C:3]-[OH;D1;+0:4],[CH3;D1;+0:1]-[O;H0;D2;+0:2]>>O-[CH3;D1;+0:1].[OH;D1;+0:2],CO>>CO.O,,,,O=S(Cl)Cl,,
14_1,733563,[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH:7]([CH3:8])[CH:9]1[CH2:10][CH2:11][CH:12]2[CH:13]3[CH2:14][CH:15]([OH:16])[CH:17]4[CH2:18][CH:19]([OH:20])[CH2:31][CH2:32][C:33]4([CH3:34])[CH:35]3[CH2:36][CH2:37][C:38]12[CH3:39].[CH3:28][c:27]1[cH:26][cH:25][c:24]([S:21](=[O:22])(=[O:23])Cl)[cH:30][cH:29]1>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH:7]([CH3:8])[CH:9]1[CH2:10][CH2:11][CH:12]2[CH:13]3[CH2:14][CH:15]([OH:16])[CH:17]4[CH2:18][CH:19]([O:20][S:21](=[O:22])(=[O:23])[c:24]5[cH:25][cH:26][c:27]([CH3:28])[cH:29][cH:30]5)[CH2:31][CH2:32][C:33]4([CH3:34])[CH:35]3[CH2:36][CH2:37][C:38]12[CH3:39],[C:5]-[O;H0;D2;+0:6]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[C:5]-[OH;D1;+0:6],[O;H0;D2;+0:2]-[S;H0;D4;+0:1]>>Cl-[S;H0;D4;+0:1].[OH;D1;+0:2],OS>>O.SCl,,,,c1ccncc1,,
14_2,10123081,[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH:7]([CH3:8])[CH:9]1[CH2:10][CH2:11][CH:12]2[CH:13]3[CH2:14][CH:15](OS(=O)(=O)c4ccc(C)cc4)[CH:16]4[CH2:17][CH:18]([O:19]S(=O)(=O)c5ccc(C)cc5)[CH2:20][CH2:21][C:22]4([CH3:23])[CH:24]3[CH2:25][CH2:26][C:27]12[CH3:28]>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH:7]([CH3:8])[CH:9]1[CH2:10][CH2:11][CH:12]2[CH:13]3[CH2:14][CH:15]=[C:16]4[CH2:17][CH:18]([OH:19])[CH2:20][CH2:21][C:22]4([CH3:23])[CH:24]3[CH2:25][CH2:26][C:27]12[CH3:28],[C:2]-[CH;D2;+0:1]=[C;H0;D3;+0:3](-[C:4])-[C:5]-[C:6]-[OH;D1;+0:7]>>C-c1:c:c:c(-S(=O)(=O)-O-[CH;D3;+0:1](-[C:2])-[CH;D3;+0:3](-[C:4])-[C:5]-[C:6]-[O;H0;D2;+0:7]-S(=O)(=O)-c2:c:c:c(-C):c:c:2):c:c:1,[C;H0;D3;+0:2]=[CH;D2;+0:1].[OH;D1;+0:3]>>C-c1:c:c:c(-S(=O)(=O)-O-[CH;D3;+0:1]-[CH;D3;+0:2]):c:c:1.C-c1:c:c:c(-S(=O)(=O)-[O;H0;D2;+0:3]):c:c:1,O>>Cc1ccc(S(=O)(=O)O)cc1,,CCO,CN(C)C=O,CC(=O)[O-].[K+],,
14_3,38635778,[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH:7]([CH3:8])[CH:9]1[CH2:10][CH2:11][CH:12]2[CH:13]3[CH2:14][CH:15]=[C:16]4[CH2:17][CH:18]([OH:19])[CH2:20][CH2:21][C:22]4([CH3:23])[CH:24]3[CH2:25][CH2:26][C:27]12[CH3:28]>>[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH:7]([CH3:8])[CH:9]1[CH2:10][CH2:11][CH:12]2[CH:13]3[CH2:14][CH:15]=[C:16]4[CH2:17][C:18](=[O:19])[CH2:20][CH2:21][C:22]4([CH3:23])[CH:24]3[CH2:25][CH2:26][C:27]12[CH3:28],[C:1]-[C;H0;D3;+0:2](-[C:3])=[O;H0;D1;+0:4]>>[C:1]-[CH;D3;+0:2](-[C:3])-[OH;D1;+0:4],[C;H0;D3;+0:1]=[O;H0;D1;+0:2]>>[CH;D3;+0:1]-[OH;D1;+0:2],C=O>>CO,,ClCCl,,CC(=O)OI1(OC(C)=O)(OC(C)=O)OC(=O)c2ccccc21,,
